Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score
7,42,82,4,5,High,Average,Public,No,Low,Medium,School,14.0,3,Neutral,High,Yes,1,Good,68
4,48,75,0,4,High,Poor,Private,Yes,Low,High,Postgraduate,9.0,0,Positive,Medium,No,3,Good,63
8,97,74,3,7,Medium,Average,Public,Yes,Medium,High,School,25.0,4,Neutral,Medium,Yes,1,Poor,88
11,80,38,0,5,High,Average,Public,No,Medium,High,School,21.0,4,Neutral,Low,No,1,Good,73
3,78,35,1,6,Low,Average,Public,Yes,Medium,Low,Graduate,6.0,1,Positive,Low,No,4,Good,52
6,65,80,4,9,Medium,Poor,Private,Yes,Low,Medium,Postgraduate,,3,Positive,Low,No,4,Good,73
9,41,64,0,5,High,Poor,Private,No,Medium,Low,School,,6,Positive,High,No,1,Poor,63
1,62,82,4,6,Low,Good,Public,Yes,Medium,Low,School,12.0,4,Neutral,Low,Yes,2,Poor,64
1,62,48,0,6,High,Average,Public,No,High,High,School,14.0,1,Neutral,High,Yes,2,Average,55
8,98,98,3,6,High,Average,Public,Yes,Low,High,,4.0,1,Neutral,Low,No,1,Good,95
3,60,54,3,7,High,Average,Public,Yes,Low,Low,Postgraduate,15.0,3,Positive,Low,Yes,4,Average,58
5,55,40,4,9,Medium,Average,Private,No,Low,Low,Postgraduate,17.0,0,Neutral,High,Yes,4,Average,50
1,48,46,2,6,High,Poor,Public,No,Medium,Low,School,20.0,1,Neutral,High,No,3,Average,51
5,52,65,2,5,Low,Poor,Public,No,Low,High,School,,0,Positive,Low,No,4,Poor,62
11,67,50,1,9,High,Average,Public,Yes,Medium,High,Graduate,1.0,3,Positive,Medium,No,5,Poor,74
6,66,47,2,3,High,Average,Public,No,High,High,School,13.0,1,Neutral,High,No,5,Good,60
8,90,89,4,5,Medium,Average,Public,No,Low,Medium,School,10.0,2,Negative,High,No,4,Average,91
3,91,47,2,7,High,Average,Private,No,High,Low,Graduate,4.0,3,Neutral,Low,No,1,Average,67
3,56,30,1,6,Low,Good,Private,Yes,High,Low,School,,3,Negative,Low,Yes,5,Poor,51
11,77,43,0,9,Low,Good,Private,No,Low,Medium,Postgraduate,9.0,2,Neutral,High,Yes,4,Good,75
11,75,37,2,3,High,Average,Private,No,Low,Low,Postgraduate,18.0,3,Negative,Low,No,4,Average,72
10,40,95,4,7,Low,Average,Private,Yes,Medium,Low,Postgraduate,,2,Positive,Medium,No,5,Good,85
9,57,80,4,4,Low,Average,Public,No,High,Low,,6.0,2,Positive,High,No,4,Good,75
4,90,89,1,4,High,Good,Private,No,High,Medium,Graduate,11.0,3,Neutral,Medium,Yes,1,Average,88
4,48,63,1,4,Low,Poor,Private,No,Medium,Medium,Postgraduate,26.0,2,Positive,High,Yes,2,Poor,55
7,52,65,3,3,Low,Good,Private,No,Low,Low,Postgraduate,,2,Neutral,Medium,No,5,Poor,67
2,79,91,3,9,High,Good,Public,Yes,High,High,Graduate,,3,Neutral,Low,No,5,Poor,82
8,94,30,3,5,Medium,Average,Public,No,Medium,Low,School,,2,Positive,Low,No,4,Good,65
6,84,71,0,3,Medium,Average,Public,No,High,Low,School,12.0,0,Negative,High,Yes,1,Poor,70
3,54,30,4,9,High,Poor,Public,No,High,High,Graduate,19.0,3,Neutral,High,No,5,Poor,44
9,82,83,3,3,Medium,Average,Private,No,Medium,Low,,18.0,3,Negative,Medium,Yes,4,Average,86
5,83,76,4,9,Medium,Average,Private,No,High,Low,Graduate,19.0,0,Negative,Low,No,4,Good,78
8,85,68,1,3,Medium,Poor,Private,Yes,Medium,Medium,Postgraduate,28.0,4,Positive,Low,No,4,Good,77
7,43,59,0,4,Medium,Average,Public,No,Medium,Low,Graduate,12.0,5,Neutral,Medium,No,3,Good,63
8,72,36,1,8,High,,Private,No,High,High,Graduate,20.0,1,Positive,High,No,3,Good,68
7,63,51,4,9,Medium,Average,Private,No,High,Medium,Graduate,13.0,2,Neutral,Medium,No,1,Good,65
3,75,79,3,9,Medium,Good,Public,Yes,Low,Medium,Graduate,20.0,6,Negative,Medium,Yes,2,Poor,78
2,90,74,1,9,High,Average,Public,No,Low,High,Graduate,23.0,5,Neutral,Medium,No,3,Average,81
7,80,39,2,5,High,,Private,Yes,High,High,Graduate,4.0,2,Negative,Medium,Yes,1,Good,63
3,49,43,0,8,Medium,Average,Private,No,Low,Medium,Postgraduate,26.0,5,Positive,High,No,4,Poor,46
3,75,75,4,8,Low,Average,Private,No,Low,Low,Postgraduate,22.0,6,Positive,Medium,Yes,4,Poor,73
2,59,35,3,3,High,Good,Private,Yes,Medium,Low,,6.0,6,Positive,Low,Yes,2,Average,50
4,80,50,1,5,High,Good,Private,No,High,Medium,Graduate,13.0,6,Neutral,High,Yes,5,Poor,64
8,84,91,0,8,Medium,Average,Private,No,Low,Low,School,10.0,1,Neutral,Medium,No,3,Good,93
1,83,48,3,6,Low,,Public,Yes,Low,Medium,School,,2,Positive,Medium,Yes,3,Poor,58
1,50,91,1,3,High,Average,Public,No,Low,High,Graduate,,5,Neutral,Low,No,4,Good,66
5,51,82,4,3,High,Good,Private,No,High,Low,Graduate,15.0,2,Neutral,Medium,No,1,Average,73
11,57,53,2,3,High,Average,Public,No,Medium,Low,School,,0,Neutral,Low,Yes,2,Average,69
5,69,85,2,6,Low,Average,Private,Yes,High,Medium,School,5.0,0,Negative,Low,No,2,Average,79
11,83,91,4,6,High,,Private,Yes,Medium,Medium,Graduate,26.0,5,Neutral,Medium,Yes,5,Poor,95
1,87,63,0,4,High,Poor,Public,No,Low,Low,Graduate,,0,Positive,High,Yes,5,Poor,64
6,76,51,4,7,Low,Poor,Public,No,High,Low,Graduate,,0,Positive,High,Yes,1,Poor,69
1,59,97,1,5,High,Good,Private,Yes,Medium,Low,Postgraduate,22.0,6,Neutral,Medium,Yes,1,Poor,78
5,64,86,0,7,Low,Good,Public,No,Low,High,School,22.0,6,Negative,Medium,Yes,2,Average,83
9,51,39,2,3,Low,Average,Private,No,Low,Low,School,9.0,3,Negative,High,Yes,4,Average,57
5,60,95,1,8,Low,Good,Public,Yes,High,Low,School,29.0,2,Negative,Medium,No,1,Average,81
6,64,37,3,3,Medium,Good,Private,Yes,Medium,Medium,Postgraduate,,1,Positive,Medium,Yes,1,Good,59
8,50,67,3,8,High,Average,Public,Yes,Low,High,School,15.0,2,Positive,Low,No,5,Good,75
11,48,91,3,4,High,Average,Private,No,Low,Medium,Graduate,,3,Neutral,High,Yes,5,Good,86
1,89,57,2,9,High,Average,Public,No,Low,Low,Postgraduate,21.0,3,Neutral,Low,No,5,Poor,76
2,64,39,4,7,Low,Poor,Public,Yes,Medium,High,School,3.0,2,Neutral,High,No,4,Good,46
9,74,74,0,9,Medium,Poor,Public,No,Medium,Low,Postgraduate,19.0,5,Negative,Low,Yes,2,Average,79
3,91,94,2,9,Low,,Private,No,Low,High,Postgraduate,,2,Neutral,High,Yes,4,Poor,86
6,71,96,1,3,High,Average,Public,No,Medium,High,,18.0,0,Neutral,High,Yes,5,Poor,78
5,88,38,1,7,Low,Good,Public,No,Low,High,,14.0,3,Neutral,Low,Yes,3,Good,67
11,53,34,3,4,Medium,Good,Private,Yes,Low,High,Graduate,22.0,2,Neutral,Medium,Yes,3,Poor,60
2,40,39,0,7,High,Poor,Private,No,Medium,High,Graduate,24.0,1,Neutral,High,Yes,2,Poor,42
7,56,41,3,8,Low,Poor,Public,Yes,Medium,High,School,13.0,1,Positive,Medium,No,5,Good,60
4,64,87,1,5,Medium,Good,Public,No,High,Medium,,27.0,0,Positive,Medium,Yes,5,Average,75
1,98,50,1,9,Low,Average,Public,Yes,High,Medium,School,24.0,6,Negative,Low,No,4,Average,67
4,47,50,4,4,Low,Poor,Public,Yes,Medium,Low,School,8.0,0,Negative,Medium,No,2,Average,47
6,44,94,4,7,High,Poor,Private,No,Medium,High,,10.0,2,Negative,Medium,No,4,Good,77
7,44,32,4,3,Medium,Poor,Public,Yes,Medium,High,Graduate,23.0,1,Positive,High,No,5,Poor,45
7,80,98,3,6,Low,Good,Private,No,Medium,Medium,School,,5,Positive,High,No,1,Good,92
7,74,93,0,6,Medium,Poor,Private,No,Low,Low,Graduate,10.0,3,Neutral,High,Yes,3,Poor,83
3,58,78,4,4,High,Average,Public,Yes,Low,Low,Graduate,27.0,4,Negative,Medium,Yes,5,Average,66
6,62,46,2,6,High,Poor,Private,Yes,High,Medium,School,2.0,1,Neutral,High,No,1,Average,59
8,48,61,4,5,High,Good,Public,Yes,Medium,Medium,Graduate,29.0,3,Positive,High,Yes,3,Good,71
4,93,99,3,4,Medium,Good,Private,Yes,High,High,School,,1,Neutral,High,No,1,Average,92
8,69,50,0,3,Medium,,Private,No,Medium,Medium,,23.0,2,Neutral,Low,No,2,Good,63
2,89,36,4,3,Low,Good,Private,No,Medium,High,,4.0,4,Neutral,Medium,Yes,1,Average,57
10,55,36,0,4,Medium,Average,Public,Yes,Medium,Low,Postgraduate,22.0,4,Neutral,Low,No,1,Average,59
9,72,56,2,6,High,Good,Private,Yes,Low,High,Graduate,9.0,2,Positive,Low,No,2,Average,75
9,41,37,1,6,Low,Poor,Private,Yes,High,Medium,,21.0,2,Positive,Low,No,1,Good,56
8,53,57,0,3,Medium,Average,Private,No,Medium,High,Postgraduate,10.0,0,Positive,High,Yes,3,Average,67
10,85,95,4,5,High,Good,Private,Yes,High,High,Graduate,4.0,3,Positive,Low,Yes,1,Good,95
10,40,76,3,8,High,Good,Private,No,High,Medium,,,5,Negative,Medium,Yes,1,Good,80
1,65,39,3,6,Low,Average,Private,No,Low,High,,7.0,3,Negative,Low,Yes,2,Poor,46
2,97,62,3,5,High,Poor,Public,Yes,Low,Low,,23.0,0,Neutral,Low,No,3,Average,70
6,64,36,3,9,Medium,Average,Private,No,Medium,High,Graduate,23.0,3,Neutral,Medium,No,2,Poor,55
10,55,32,0,6,High,Poor,Private,No,High,Medium,School,16.0,6,Neutral,High,Yes,1,Poor,57
5,54,43,3,8,Low,Poor,Public,No,Low,Medium,Graduate,5.0,4,Neutral,Low,Yes,2,Good,54
9,65,73,1,4,High,Good,Private,Yes,High,Medium,Graduate,13.0,1,Negative,Medium,No,2,Average,81
5,86,75,2,7,High,Average,Private,Yes,High,High,School,10.0,4,Positive,Low,No,1,Poor,86
2,83,90,0,3,Medium,Average,Public,No,Medium,Low,Graduate,24.0,0,Neutral,Low,Yes,1,Average,77
10,55,65,0,4,Medium,Good,Public,Yes,High,Medium,School,27.0,3,Negative,High,No,5,Average,71
4,53,42,3,6,Medium,Good,Private,No,Low,Medium,Postgraduate,2.0,3,Negative,Medium,No,1,Good,52
9,68,45,3,8,Medium,Poor,Private,Yes,Medium,Low,School,,1,Neutral,Low,No,1,Good,73
1,63,34,0,3,High,Good,Private,No,Medium,Medium,Graduate,20.0,5,Neutral,Low,No,5,Poor,49
11,86,67,3,7,Medium,Average,Private,Yes,Medium,High,Postgraduate,1.0,1,Negative,Medium,Yes,3,Poor,90
1,94,79,3,7,High,Good,Public,Yes,Low,Medium,Postgraduate,6.0,1,Negative,Low,No,5,Good,84
7,54,67,3,8,Medium,Good,Private,No,Medium,Medium,School,22.0,6,Neutral,High,No,2,Poor,76
11,58,85,3,8,Medium,Good,Public,Yes,High,High,School,19.0,4,Positive,Medium,Yes,5,Poor,92
3,47,92,3,6,Medium,Good,Private,No,Medium,Low,School,1.0,0,Positive,High,Yes,5,Average,68
10,73,77,4,3,High,Good,Public,Yes,Low,Low,Postgraduate,28.0,0,Neutral,Medium,No,3,Poor,87
2,41,88,4,9,Medium,Poor,Private,Yes,Low,Medium,School,5.0,0,Neutral,Low,Yes,4,Poor,67
9,66,73,4,9,High,,Public,Yes,Medium,High,Graduate,,4,Positive,Medium,Yes,3,Poor,82
3,49,84,0,6,Medium,Good,Public,Yes,High,High,Postgraduate,17.0,2,Negative,Medium,Yes,5,Good,68
2,74,84,2,7,Medium,Average,Public,No,Low,Low,School,19.0,3,Neutral,Medium,Yes,2,Average,76
8,62,30,0,4,Low,Good,Public,No,Low,Low,Postgraduate,,6,Neutral,Low,No,2,Poor,53
10,88,37,4,4,Medium,Average,Public,No,Low,Low,Graduate,10.0,4,Positive,Low,Yes,4,Good,67
6,47,33,0,5,High,Average,Private,No,Medium,High,Graduate,25.0,0,Neutral,High,No,1,Average,51
6,67,82,2,7,Low,Average,Private,Yes,Low,High,Graduate,3.0,4,Negative,High,Yes,5,Good,72
10,62,87,3,9,High,Average,Private,Yes,Low,High,School,9.0,6,Negative,Low,Yes,1,Good,87
11,43,66,1,9,High,Poor,Public,No,Low,Medium,School,7.0,4,Neutral,Low,Yes,2,Average,74
7,53,78,4,7,Low,Poor,Public,No,Medium,Medium,Postgraduate,24.0,5,Negative,Medium,Yes,1,Average,77
7,92,96,4,6,Medium,,Private,No,Low,Low,School,6.0,2,Negative,Low,Yes,3,Good,88
11,81,48,2,5,Low,Poor,Public,No,Low,Low,Postgraduate,15.0,5,Negative,High,No,3,Good,84
6,68,30,3,8,High,Poor,Public,Yes,Medium,Medium,School,,1,Neutral,Low,No,4,Poor,56
4,40,58,3,5,Medium,Good,Public,No,Medium,Medium,Graduate,14.0,5,Neutral,High,Yes,1,Good,52
11,43,62,1,3,Low,Poor,Public,Yes,High,Medium,School,5.0,6,Neutral,Low,No,4,Average,62
9,71,81,3,6,High,Average,Private,Yes,Low,Medium,School,26.0,5,Negative,Low,No,3,Average,82
6,72,70,2,8,Medium,Average,Private,Yes,Medium,Low,School,29.0,0,Positive,Medium,No,3,Average,74
4,88,52,3,8,High,Average,Private,Yes,High,Medium,Graduate,24.0,4,Positive,High,No,4,Average,68
3,65,34,2,9,Medium,Average,Public,Yes,Low,Medium,Postgraduate,28.0,1,Positive,Low,Yes,3,Good,52
4,56,86,4,4,Medium,Good,Private,Yes,Medium,High,School,2.0,6,Negative,Medium,No,1,Good,73
3,78,35,4,3,Low,Poor,Public,Yes,Medium,Low,Graduate,7.0,3,Positive,Medium,Yes,5,Average,51
2,62,78,4,5,Medium,Average,Private,No,Low,Low,School,1.0,3,Neutral,High,Yes,5,Average,75
5,71,51,0,4,High,Good,Private,No,Low,High,School,16.0,3,Negative,Medium,No,3,Average,65
2,91,33,4,7,Medium,,Public,Yes,High,Low,Graduate,7.0,4,Positive,High,Yes,5,Poor,52
6,54,93,2,6,High,Poor,Private,No,Low,Low,School,,6,Negative,High,No,5,Good,86
3,52,66,1,5,Medium,Good,Public,Yes,Low,Medium,School,6.0,4,Negative,High,Yes,5,Average,59
6,99,60,3,7,Medium,Poor,Private,No,Low,Medium,,20.0,2,Neutral,Medium,No,3,Good,77
11,41,66,4,8,Low,Good,Private,No,Medium,Low,School,19.0,0,Negative,Medium,Yes,5,Poor,72
10,99,74,0,9,Medium,Average,Private,No,High,High,School,9.0,1,Neutral,High,Yes,4,Good,95
9,58,37,0,5,Medium,Average,Private,No,High,High,Graduate,22.0,5,Neutral,Medium,Yes,4,Poor,56
1,63,69,2,4,High,Poor,Private,No,High,Low,Graduate,,3,Positive,Medium,No,5,Good,68
6,84,34,1,3,High,,Private,No,Medium,Low,,29.0,1,Positive,High,No,2,Poor,54
9,63,57,4,4,High,Good,Public,No,Low,Low,School,17.0,2,Negative,High,No,2,Good,79
11,50,38,4,6,Medium,Poor,Private,No,Medium,Low,Postgraduate,5.0,3,Positive,Medium,No,4,Poor,59
4,98,31,0,9,High,Poor,Private,Yes,High,Medium,Graduate,15.0,1,Negative,High,No,4,Average,69
11,61,92,2,6,High,Average,Public,Yes,Low,Medium,,28.0,6,Neutral,High,No,5,Average,93
2,54,80,0,5,Medium,Average,Public,Yes,Low,Low,Postgraduate,7.0,0,Negative,Low,Yes,3,Good,65
4,49,60,0,4,High,Average,Private,No,High,High,Graduate,14.0,0,Neutral,High,No,4,Poor,53
1,80,36,1,3,Low,Average,Private,Yes,Low,Medium,Postgraduate,20.0,2,Neutral,Low,No,5,Average,48
3,66,59,2,8,Low,Average,Public,Yes,Medium,Low,Postgraduate,28.0,1,Negative,Medium,No,4,Good,61
10,99,87,1,6,High,Average,Private,No,High,High,School,18.0,2,Neutral,Medium,No,4,Poor,95
9,48,32,2,3,High,Average,Private,Yes,Medium,Medium,School,29.0,2,Positive,Low,Yes,5,Poor,56
10,91,80,4,7,High,Good,Private,Yes,Low,Medium,Graduate,25.0,2,Negative,Low,No,5,Poor,95
5,67,85,3,5,Medium,Average,Public,No,High,Low,Postgraduate,22.0,4,Positive,Low,No,1,Poor,73
11,40,39,3,3,Low,Average,Private,No,Low,High,Postgraduate,25.0,0,Neutral,Low,No,3,Good,51
6,56,90,2,5,Low,Average,Public,Yes,High,Low,School,24.0,4,Neutral,Low,Yes,1,Poor,74
3,70,79,3,7,High,Average,Private,No,High,Medium,Graduate,17.0,5,Negative,Low,Yes,1,Poor,75
5,83,76,0,3,High,Average,Public,No,High,High,School,18.0,4,Neutral,Low,Yes,1,Average,83
11,49,30,4,9,Medium,Poor,Public,Yes,High,Medium,Graduate,2.0,0,Positive,Medium,No,1,Poor,59
8,76,86,4,3,Medium,Poor,Private,No,High,Low,Postgraduate,29.0,2,Negative,Low,Yes,1,Poor,87
6,68,67,3,8,Low,Average,Public,Yes,Low,Low,Graduate,,1,Negative,Low,Yes,4,Poor,73
4,57,91,2,7,Medium,,Public,No,High,Medium,Postgraduate,14.0,2,Positive,Medium,Yes,1,Poor,76
2,86,99,0,9,Low,Average,Private,No,Medium,Low,Graduate,4.0,6,Neutral,Medium,Yes,5,Good,89
9,77,94,2,9,High,Good,Public,Yes,High,Low,School,,2,Neutral,Low,No,3,Good,95
1,78,91,3,4,High,Average,Public,No,Medium,Medium,School,7.0,6,Negative,Low,Yes,2,Good,75
1,88,85,4,3,Low,Good,Public,No,Low,High,School,1.0,4,Positive,High,Yes,2,Average,80
4,45,96,4,8,High,Good,Public,Yes,High,Medium,Graduate,8.0,1,Negative,Low,No,4,Poor,77
7,79,46,2,3,Medium,Average,Private,No,High,Medium,Postgraduate,20.0,0,Negative,High,No,1,Good,67
1,51,37,1,8,High,Poor,Private,No,Medium,High,School,24.0,3,Neutral,High,Yes,5,Good,43
9,92,89,2,9,High,Average,Private,No,High,Low,,,6,Negative,Medium,No,2,Average,95
4,53,69,1,6,Low,Average,Public,No,Low,High,Graduate,9.0,0,Positive,High,Yes,1,Average,63
3,83,91,2,9,Medium,Poor,Private,Yes,Low,Medium,,7.0,1,Positive,Low,No,2,Poor,88
1,94,70,1,4,Medium,Poor,Public,No,High,High,School,3.0,0,Positive,High,No,2,Poor,67
10,49,41,1,3,High,Average,Private,No,Medium,Low,School,12.0,4,Positive,Medium,No,1,Poor,60
4,93,83,1,7,High,Average,Public,No,Low,High,School,,1,Neutral,High,No,3,Good,83
9,59,40,1,5,Medium,Good,Private,No,High,High,Graduate,5.0,3,Neutral,High,No,3,Average,60
10,54,89,0,7,Medium,Poor,Public,No,Medium,Medium,Postgraduate,7.0,6,Neutral,High,Yes,4,Good,86
6,70,97,1,4,Low,Good,Public,Yes,Medium,High,Postgraduate,12.0,6,Neutral,High,No,5,Poor,83
6,46,75,1,6,High,Good,Public,No,Low,Medium,Graduate,23.0,3,Positive,High,No,1,Good,70
1,97,67,4,6,High,Good,Public,Yes,High,Low,Postgraduate,25.0,6,Positive,High,No,2,Average,78
10,80,90,0,6,Medium,Good,Private,Yes,Low,High,Graduate,17.0,1,Negative,High,No,3,Good,93
2,49,46,1,8,Low,Poor,Public,Yes,Medium,High,Graduate,14.0,0,Negative,Medium,No,5,Poor,46
11,49,95,3,7,Medium,Poor,Public,Yes,Low,Medium,Graduate,3.0,3,Neutral,Low,No,5,Poor,86
6,87,65,0,5,High,Poor,Public,No,High,Medium,Postgraduate,,6,Negative,Medium,No,1,Poor,76
2,78,36,4,9,High,Average,Private,Yes,Low,Low,Graduate,22.0,5,Neutral,High,No,1,Poor,62
3,67,45,2,9,High,,Private,No,Medium,Medium,Graduate,28.0,1,Neutral,High,Yes,1,Average,66
4,69,43,4,5,High,Average,Private,No,Low,Medium,School,,1,Neutral,Medium,Yes,3,Average,58
11,76,54,4,9,Low,,Public,Yes,Medium,Low,School,23.0,6,Negative,High,Yes,4,Poor,80
5,94,33,0,8,High,Poor,Public,Yes,Medium,Medium,Postgraduate,18.0,1,Negative,Medium,Yes,4,Average,68
9,42,58,0,3,Medium,,Private,No,Medium,Medium,School,14.0,2,Neutral,High,No,4,Poor,54
4,89,85,3,8,Low,Good,Public,Yes,Low,Medium,,25.0,0,Positive,High,Yes,5,Good,85
11,82,35,3,5,Low,Poor,Private,No,High,Medium,School,13.0,1,Negative,Low,Yes,5,Good,66
9,54,30,0,5,High,Good,Public,Yes,Medium,Low,Graduate,12.0,1,Positive,High,No,3,Good,60
11,60,68,0,3,Low,Good,Public,No,Low,Low,School,5.0,6,Neutral,Low,Yes,1,Average,81
10,91,30,0,7,High,Poor,Private,No,Medium,Medium,Postgraduate,3.0,2,Neutral,Low,No,1,Poor,72
3,76,92,2,7,Low,Average,Public,Yes,Low,High,Graduate,14.0,6,Negative,Medium,Yes,2,Good,78
8,95,86,4,4,Low,Good,Public,Yes,Medium,Low,Postgraduate,7.0,4,Negative,Low,Yes,2,Average,91
1,51,96,3,7,Medium,Average,Public,Yes,Low,High,,7.0,2,Negative,Medium,Yes,2,Average,68
11,43,94,3,6,Medium,Good,Private,Yes,Medium,Medium,Postgraduate,17.0,1,Neutral,Medium,Yes,5,Average,87
9,86,94,1,6,Medium,Good,Public,No,Medium,Medium,Postgraduate,6.0,0,Positive,Low,Yes,4,Average,95
9,48,50,2,4,Low,,Public,Yes,Medium,Low,Postgraduate,15.0,2,Positive,Medium,No,3,Poor,61
10,78,59,0,5,Medium,,Public,No,High,High,School,19.0,6,Negative,Low,Yes,4,Average,76
2,81,62,0,4,Medium,Good,Public,No,Low,Low,School,15.0,1,Negative,High,Yes,1,Average,63
4,67,77,2,3,Medium,Average,Private,No,High,Low,Postgraduate,7.0,5,Negative,Medium,No,2,Poor,69
8,62,51,3,4,Low,Good,Private,No,Low,Low,Postgraduate,5.0,6,Positive,Low,Yes,4,Poor,65
7,84,83,0,4,High,Average,Private,Yes,Medium,Medium,School,15.0,0,Negative,Low,Yes,1,Good,82
1,79,33,1,8,Medium,Average,Public,Yes,Low,High,Postgraduate,20.0,2,Negative,Low,Yes,2,Poor,56
5,83,84,3,6,Low,Poor,Private,No,Low,Medium,School,,3,Neutral,Low,No,4,Average,76
7,61,73,4,3,Low,Good,Private,No,Medium,Medium,,26.0,0,Negative,High,Yes,4,Good,73
4,63,41,2,8,High,Good,Public,Yes,Medium,Medium,Postgraduate,7.0,5,Neutral,Medium,No,4,Poor,56
1,90,81,3,3,Medium,Good,Public,Yes,Medium,Low,Graduate,13.0,1,Positive,Low,No,2,Poor,77
9,97,94,4,4,Low,Good,Public,No,Low,Medium,,13.0,0,Negative,Medium,No,5,Good,95
5,65,94,1,8,Low,Poor,Private,No,Medium,Medium,Graduate,13.0,0,Positive,Low,No,2,Poor,76
11,69,39,2,8,Low,Poor,Public,No,Medium,Medium,Postgraduate,23.0,1,Positive,Medium,Yes,3,Good,68
2,72,47,0,3,High,,Private,Yes,Low,Medium,Graduate,8.0,3,Positive,Low,No,2,Average,54
8,55,76,0,3,Medium,Average,Public,Yes,High,Medium,School,5.0,0,Positive,Low,Yes,4,Poor,65
11,61,95,4,7,Low,Poor,Private,Yes,Low,Medium,Postgraduate,4.0,1,Positive,High,No,1,Average,91
2,88,78,3,9,Low,Average,Public,No,Low,High,School,17.0,6,Neutral,Medium,No,1,Good,77
3,96,51,1,3,Low,Average,Public,Yes,Low,Low,Graduate,20.0,0,Neutral,Low,Yes,4,Poor,61
10,89,55,4,8,Low,Average,Private,No,Medium,Medium,Graduate,14.0,4,Positive,Low,No,5,Poor,84
1,82,38,1,5,Medium,Good,Public,Yes,Low,Low,Graduate,11.0,3,Positive,High,Yes,5,Average,54
11,57,50,1,3,Medium,Poor,Private,No,High,High,Graduate,10.0,5,Negative,High,No,2,Good,65
2,46,92,1,6,Low,Good,Public,Yes,Low,High,School,1.0,4,Positive,High,Yes,2,Poor,66
7,89,35,2,7,Low,Average,Private,No,Low,Low,Graduate,7.0,0,Neutral,High,Yes,1,Average,64
10,65,43,4,6,Low,Good,Private,No,Medium,High,Postgraduate,6.0,3,Neutral,High,No,4,Average,67
2,47,62,2,9,High,Average,Public,No,Medium,Medium,Graduate,,6,Neutral,Medium,Yes,4,Poor,52
6,45,53,3,6,High,Good,Public,Yes,High,High,School,24.0,1,Neutral,Low,No,2,Poor,59
3,69,80,3,5,High,,Public,Yes,Low,Medium,School,15.0,4,Positive,Medium,No,3,Good,74
4,78,31,0,7,Low,,Private,No,Low,Low,Postgraduate,6.0,3,Neutral,High,Yes,2,Poor,56
11,62,44,0,9,High,Poor,Private,No,Low,Low,School,18.0,6,Neutral,Low,Yes,2,Good,74
8,71,64,0,4,Medium,Average,Private,No,Low,Low,,2.0,6,Neutral,Medium,No,5,Good,66
3,61,65,3,8,High,Average,Private,No,Low,Low,Postgraduate,9.0,3,Negative,High,No,2,Good,72
10,81,68,1,8,Low,Average,Private,No,Low,Low,Postgraduate,6.0,6,Positive,Medium,Yes,2,Good,85
6,82,33,1,3,Medium,Good,Private,No,Medium,Low,School,22.0,0,Neutral,Medium,Yes,3,Poor,61
1,96,93,4,8,Low,Average,Private,No,High,Medium,Postgraduate,,5,Neutral,High,Yes,1,Poor,80
7,84,35,3,5,Medium,,Public,No,Low,Low,Graduate,24.0,6,Positive,Low,No,1,Good,62
8,48,86,0,8,High,Average,Private,No,Low,High,,,4,Neutral,High,No,2,Good,82
11,70,59,3,5,High,Average,Public,Yes,Medium,Medium,School,24.0,5,Neutral,High,Yes,4,Poor,81
8,46,96,1,4,Medium,Good,Private,No,Low,Medium,Graduate,4.0,1,Neutral,Medium,No,2,Good,82
3,48,44,1,5,Medium,Poor,Private,No,Medium,Medium,Graduate,7.0,2,Negative,Low,Yes,5,Poor,42
10,52,46,2,4,Low,Average,Private,No,High,Medium,School,,0,Neutral,High,Yes,3,Poor,64
1,97,47,2,4,Medium,Poor,Public,No,Low,Low,Graduate,25.0,6,Neutral,Low,No,2,Poor,62
9,42,48,4,4,Low,Average,Private,Yes,High,Low,School,27.0,5,Positive,Medium,No,1,Average,51
6,74,98,3,5,Medium,Poor,Private,No,Low,Low,School,29.0,3,Positive,High,No,2,Poor,83
11,72,53,2,9,Medium,Average,Private,No,High,High,School,17.0,4,Negative,Low,No,3,Good,72
9,60,77,2,4,High,Average,Public,No,High,Low,Postgraduate,12.0,2,Positive,Low,Yes,3,Average,78
7,70,59,3,9,High,Good,Public,No,Low,Low,,13.0,5,Positive,Medium,No,4,Good,71
1,91,44,1,5,Low,Good,Private,No,High,High,Graduate,21.0,3,Negative,Low,No,4,Poor,57
1,73,76,4,7,Low,Poor,Private,Yes,Medium,Low,Graduate,13.0,4,Neutral,Low,Yes,4,Average,64
6,71,73,4,4,Low,,Private,No,Medium,Low,School,8.0,4,Positive,Low,No,2,Average,72
5,96,56,4,5,Medium,Poor,Public,No,High,Medium,School,7.0,2,Positive,High,No,1,Good,73
9,74,93,2,5,Medium,Poor,Private,No,High,Low,Graduate,29.0,3,Negative,High,No,5,Good,88
2,54,70,1,9,Low,,Private,Yes,Medium,High,,26.0,2,Positive,Medium,No,1,Poor,62
8,95,97,4,5,Medium,Poor,Private,Yes,Low,Medium,Graduate,4.0,1,Positive,Medium,Yes,3,Average,95
